id,totalprice,date_placed
3453,66.5,'2023-01-21 14:30:11.508999'
3462,60.0,'2023-01-21 18:30:11.508999'
3475,56.0,'2023-01-21 18:30:11.508999'
3477,45.0,'2023-01-21 12:00:11.508999'
3490,58.0,'2023-01-21 12:00:11.508999'
3491,49.0,'2023-01-21 18:00:11.508999'
3505,47.0,'2023-01-22 20:00:11.508999'
3517,40.5,'2023-01-22 18:00:11.508999'
3522,37.5,'2023-01-22 21:30:11.508999'
3529,54.5,'2023-01-22 19:30:11.508999'
3552,46.0,'2023-01-22 21:00:11.508999'
3553,35.5,'2023-01-22 11:00:11.508999'
3554,57.0,'2023-01-22 15:30:11.508999'
3557,49.5,'2023-01-22 20:00:11.508999'
3566,32.5,'2023-01-22 13:00:11.508999'
3568,39.0,'2023-01-23 15:00:11.508999'
3607,48.0,'2023-01-23 22:00:11.508999'
3614,56.0,'2023-01-23 20:00:11.508999'
3615,57.5,'2023-01-23 21:30:11.508999'
3621,34.5,'2023-01-23 14:00:11.508999'
3631,47.0,'2023-01-24 20:30:11.508999'
3635,50.5,'2023-01-24 18:30:11.508999'
3636,51.5,'2023-01-24 14:30:11.508999'
3644,34.5,'2023-01-24 18:30:11.508999'
3645,48.0,'2023-01-24 14:30:11.508999'
3648,37.5,'2023-01-24 11:00:11.508999'
3666,44.5,'2023-01-24 22:00:11.508999'
3673,34.0,'2023-01-24 12:00:11.508999'
3696,54.5,'2023-01-25 11:30:11.508999'
3701,37.0,'2023-01-25 17:30:11.508999'
3702,42.5,'2023-01-25 15:00:11.508999'
3703,50.0,'2023-01-25 12:00:11.508999'
3708,39.5,'2023-01-25 12:30:11.508999'
3713,49.0,'2023-01-25 17:00:11.508999'
3716,35.0,'2023-01-25 18:00:11.508999'
3717,58.0,'2023-01-25 17:00:11.508999'
3725,53.5,'2023-01-25 18:00:11.508999'
3727,37.5,'2023-01-25 17:00:11.508999'
3736,36.0,'2023-01-25 15:30:11.508999'
3737,50.5,'2023-01-25 16:30:11.508999'
3738,42.5,'2023-01-25 12:30:11.508999'
3748,53.0,'2023-01-26 17:00:11.508999'
3752,48.5,'2023-01-26 21:30:11.508999'
3755,52.0,'2023-01-26 18:30:11.508999'
3759,62.0,'2023-01-26 21:30:11.508999'
3761,53.0,'2023-01-26 17:30:11.508999'
3770,57.0,'2023-01-26 13:30:11.508999'
3777,67.5,'2023-01-26 12:30:11.508999'
3791,48.0,'2023-01-26 15:00:11.508999'
3803,54.0,'2023-01-26 12:30:11.508999'
3808,45.5,'2023-01-27 11:30:11.508999'
3809,52.0,'2023-01-27 19:30:11.508999'
3821,65.5,'2023-01-27 17:30:11.508999'
3827,52.5,'2023-01-27 14:00:11.508999'
3828,64.0,'2023-01-27 14:30:11.508999'
3833,67.0,'2023-01-27 13:00:11.508999'
3836,55.0,'2023-01-27 19:00:11.508999'
3843,56.0,'2023-01-27 12:00:11.508999'
3847,57.0,'2023-01-27 15:00:11.508999'
3860,62.0,'2023-01-27 19:00:11.508999'
3861,53.0,'2023-01-27 14:00:11.508999'
3865,52.0,'2023-01-27 15:30:11.508999'
3869,66.0,'2023-01-27 19:30:11.508999'
3874,66.0,'2023-01-28 18:30:11.508999'
3882,64.0,'2023-01-28 19:00:11.508999'
3886,52.0,'2023-01-28 14:30:11.508999'
3902,54.0,'2023-01-28 16:00:11.508999'
3903,51.5,'2023-01-28 14:00:11.508999'
3913,44.5,'2023-01-28 18:00:11.508999'
3914,45.0,'2023-01-28 15:00:11.508999'
3922,50.0,'2023-01-28 15:30:11.508999'
3923,49.5,'2023-01-28 18:00:11.508999'
3928,51.0,'2023-01-29 20:30:11.508999'
3929,47.5,'2023-01-29 15:00:11.508999'
3938,46.5,'2023-01-29 22:00:11.508999'
3946,62.5,'2023-01-29 16:30:11.508999'
3951,50.0,'2023-01-29 14:30:11.508999'
3956,63.0,'2023-01-29 19:30:11.508999'
3961,51.0,'2023-01-29 13:00:11.508999'
3971,55.5,'2023-01-29 12:00:11.508999'
3976,48.0,'2023-01-29 22:30:11.508999'
3985,47.5,'2023-01-30 20:30:11.508999'
3986,52.5,'2023-01-30 18:00:11.508999'
3989,43.0,'2023-01-30 18:00:11.508999'
4010,56.0,'2023-01-30 20:30:11.508999'
4014,41.0,'2023-01-30 17:00:11.508999'
4016,52.5,'2023-01-30 21:30:11.508999'
4020,33.0,'2023-01-30 17:30:11.508999'
4027,37.5,'2023-01-30 15:30:11.508999'
4033,52.0,'2023-01-30 19:30:11.508999'
4035,38.0,'2023-01-30 16:30:11.508999'
4038,40.0,'2023-01-30 18:00:11.508999'
4051,52.5,'2023-01-31 22:30:11.508999'
4065,50.0,'2023-01-31 22:00:11.508999'
4068,54.5,'2023-01-31 16:30:11.508999'
4091,66.0,'2023-01-31 16:00:11.508999'
4093,49.5,'2023-01-31 13:30:11.508999'
4094,62.0,'2023-01-31 11:30:11.508999'
4115,65.5,'2023-02-01 11:30:11.524621'
4120,60.5,'2023-02-01 12:00:11.524621'
4140,58.0,'2023-02-01 12:00:11.524621'
4145,56.5,'2023-02-01 12:30:11.524621'
4147,50.5,'2023-02-01 19:30:11.524621'
4148,46.5,'2023-02-01 13:30:11.524621'
4153,63.0,'2023-02-01 17:30:11.524621'
4159,61.0,'2023-02-01 19:00:11.524621'
4164,62.5,'2023-02-01 22:00:11.524621'
4171,51.5,'2023-02-01 14:30:11.524621'
4172,53.0,'2023-02-01 14:00:11.524621'
4181,50.5,'2023-02-02 11:30:11.524621'
4185,35.0,'2023-02-02 15:30:11.524621'
4200,45.5,'2023-02-02 14:30:11.524621'
4227,35.0,'2023-02-02 20:30:11.524621'
4236,53.0,'2023-02-02 11:00:11.524621'
4238,48.0,'2023-02-02 20:30:11.524621'
4239,45.5,'2023-02-02 12:30:11.524621'
4253,53.5,'2023-02-03 19:00:11.524621'
4266,49.0,'2023-02-03 11:30:11.524621'
4276,51.0,'2023-02-03 15:00:11.524621'
4281,61.5,'2023-02-03 12:00:11.524621'
4287,45.0,'2023-02-03 14:00:11.524621'
4289,62.5,'2023-02-03 13:30:11.524621'
4291,49.5,'2023-02-03 14:00:11.524621'
4306,67.0,'2023-02-04 12:00:11.524621'
4309,62.0,'2023-02-04 19:00:11.524621'
4312,58.0,'2023-02-04 13:00:11.524621'
4313,66.0,'2023-02-04 12:30:11.524621'
4315,47.5,'2023-02-04 14:30:11.524621'
4318,67.0,'2023-02-04 19:00:11.524621'
4319,58.5,'2023-02-04 12:30:11.524621'
4324,62.5,'2023-02-04 11:00:11.524621'
4325,65.0,'2023-02-04 13:00:11.524621'
4328,54.0,'2023-02-04 13:00:11.524621'
4334,64.5,'2023-02-04 19:30:11.524621'
4344,50.0,'2023-02-04 13:00:11.524621'
4374,60.0,'2023-02-05 20:30:11.524621'
4378,63.5,'2023-02-05 20:30:11.524621'
4391,48.5,'2023-02-05 16:30:11.524621'
4393,62.5,'2023-02-05 15:30:11.524621'
4394,53.0,'2023-02-05 18:00:11.524621'
4395,49.0,'2023-02-05 14:30:11.524621'
4402,45.0,'2023-02-05 19:00:11.524621'
4409,42.0,'2023-02-05 21:30:11.524621'
4412,64.0,'2023-02-05 19:30:11.524621'
4413,52.0,'2023-02-05 20:00:11.524621'
4414,60.5,'2023-02-05 20:00:11.524621'
4428,50.0,'2023-02-06 20:30:11.524621'
4437,60.5,'2023-02-06 20:30:11.524621'
4438,60.0,'2023-02-06 20:30:11.524621'
4444,55.5,'2023-02-06 20:00:11.524621'
4445,59.0,'2023-02-06 17:00:11.524621'
4450,52.5,'2023-02-06 20:30:11.524621'
4452,68.0,'2023-02-06 18:00:11.524621'
4456,60.0,'2023-02-06 20:00:11.524621'
4464,65.0,'2023-02-06 13:00:11.524621'
4465,53.0,'2023-02-06 21:30:11.524621'
4466,52.0,'2023-02-06 19:00:11.524621'
4468,62.0,'2023-02-06 21:00:11.524621'
4469,54.5,'2023-02-06 19:00:11.524621'
4470,69.5,'2023-02-06 19:00:11.524621'
4471,70.0,'2023-02-06 17:00:11.524621'
4474,46.5,'2023-02-06 11:30:11.524621'
4475,65.0,'2023-02-06 20:30:11.524621'
4485,48.5,'2023-02-06 17:30:11.524621'
4490,51.0,'2023-02-06 21:00:11.524621'
4502,47.0,'2023-02-07 17:00:11.524621'
4511,50.5,'2023-02-07 22:30:11.524621'
4515,38.0,'2023-02-07 22:00:11.524621'
4525,45.5,'2023-02-07 19:00:11.524621'
4528,35.0,'2023-02-07 12:00:11.524621'
4529,56.0,'2023-02-07 11:30:11.524621'
4532,40.0,'2023-02-07 16:30:11.524621'
4536,53.0,'2023-02-07 12:30:11.524621'
4537,47.0,'2023-02-07 22:30:11.524621'
4544,35.5,'2023-02-07 18:00:11.524621'
4546,32.5,'2023-02-07 14:30:11.524621'
4548,52.5,'2023-02-07 18:30:11.524621'
4549,50.5,'2023-02-07 14:30:11.524621'
4557,50.0,'2023-02-07 18:30:11.524621'
4563,35.0,'2023-02-07 12:30:11.524621'
4575,45.5,'2023-02-08 20:00:11.524621'
4578,53.0,'2023-02-08 13:00:11.524621'
4595,58.0,'2023-02-08 16:00:11.524621'
4609,61.0,'2023-02-08 18:00:11.524621'
4613,53.0,'2023-02-08 18:00:11.524621'
4616,63.0,'2023-02-08 21:00:11.524621'
4633,48.0,'2023-02-09 16:30:11.524621'
4639,49.0,'2023-02-09 13:00:11.524621'
4647,60.5,'2023-02-09 13:00:11.524621'
4648,53.0,'2023-02-09 19:00:11.524621'
4669,56.0,'2023-02-09 11:00:11.524621'
4672,70.0,'2023-02-09 18:30:11.524621'
4680,58.0,'2023-02-09 15:00:11.524621'
4684,48.0,'2023-02-09 13:00:11.524621'
4686,52.5,'2023-02-09 14:00:11.524621'
4688,57.5,'2023-02-09 19:00:11.524621'
4689,47.5,'2023-02-09 15:00:11.524621'
4699,51.0,'2023-02-10 16:00:11.524621'
4711,51.0,'2023-02-10 16:00:11.524621'
4716,63.0,'2023-02-10 14:30:11.524621'
4721,59.5,'2023-02-10 14:30:11.524621'
4725,48.0,'2023-02-10 19:30:11.524621'
4730,46.5,'2023-02-10 13:30:11.524621'
4733,53.0,'2023-02-10 14:30:11.524621'
4735,53.0,'2023-02-10 13:30:11.524621'
4736,60.5,'2023-02-10 16:30:11.524621'
4744,48.0,'2023-02-10 15:00:11.524621'
4752,52.0,'2023-02-11 17:00:11.524621'
4763,34.5,'2023-02-11 13:00:11.524621'
4764,43.0,'2023-02-11 14:30:11.524621'
4769,52.0,'2023-02-11 16:30:11.524621'
4782,34.0,'2023-02-11 11:30:11.524621'
4794,37.0,'2023-02-11 19:30:11.524621'
4820,38.5,'2023-02-11 21:30:11.524621'
4832,59.5,'2023-02-12 15:00:11.540234'
4834,57.0,'2023-02-12 15:30:11.540234'
4840,63.5,'2023-02-12 20:30:11.540234'
4863,53.0,'2023-02-12 21:00:11.540234'
4864,61.5,'2023-02-12 16:30:11.540234'
4865,49.5,'2023-02-12 15:00:11.540234'
4876,47.0,'2023-02-12 20:00:11.540234'
4880,53.0,'2023-02-13 17:00:11.540234'
4886,49.0,'2023-02-13 13:00:11.540234'
4888,40.0,'2023-02-13 20:00:11.540234'
4890,40.0,'2023-02-13 14:00:11.540234'
4896,49.5,'2023-02-13 14:00:11.540234'
4902,50.0,'2023-02-13 18:30:11.540234'
4909,52.5,'2023-02-13 13:30:11.540234'
4919,53.5,'2023-02-13 20:00:11.540234'
4926,45.0,'2023-02-13 15:30:11.540234'
4937,49.5,'2023-02-13 19:30:11.540234'
4940,50.5,'2023-02-13 21:00:11.540234'
4941,54.0,'2023-02-13 19:30:11.540234'
4946,61.5,'2023-02-14 18:30:11.540234'
4948,50.0,'2023-02-14 20:30:11.540234'
4969,56.0,'2023-02-14 21:00:11.540234'
4976,43.0,'2023-02-14 22:00:11.540234'
4989,63.0,'2023-02-14 12:30:11.540234'
4990,50.0,'2023-02-14 15:00:11.540234'
4995,55.0,'2023-02-14 19:30:11.540234'
5005,48.5,'2023-02-14 14:30:11.540234'
5007,53.0,'2023-02-14 17:00:11.540234'
5015,49.5,'2023-02-15 15:30:11.540234'
5020,35.5,'2023-02-15 11:00:11.540234'
5022,37.0,'2023-02-15 18:30:11.540234'
5025,35.5,'2023-02-15 18:00:11.540234'
5031,35.0,'2023-02-15 15:00:11.540234'
5033,40.5,'2023-02-15 12:30:11.540234'
5041,34.0,'2023-02-15 13:00:11.540234'
5043,37.5,'2023-02-15 19:00:11.540234'
5046,38.0,'2023-02-15 20:00:11.540234'
5048,38.0,'2023-02-15 16:30:11.540234'
5057,53.0,'2023-02-15 13:00:11.540234'
5060,39.0,'2023-02-15 22:30:11.540234'
5061,35.0,'2023-02-15 19:30:11.540234'
5077,35.0,'2023-02-16 17:00:11.540234'
5078,40.0,'2023-02-16 20:00:11.540234'
5084,52.5,'2023-02-16 12:00:11.540234'
5090,55.5,'2023-02-16 11:30:11.540234'
5103,49.5,'2023-02-16 22:30:11.540234'
5107,50.0,'2023-02-16 14:00:11.540234'
5126,37.0,'2023-02-16 14:30:11.540234'
5130,38.0,'2023-02-16 21:00:11.540234'
5139,64.0,'2023-02-17 12:00:11.540234'
5146,57.0,'2023-02-17 16:00:11.540234'
5149,44.5,'2023-02-17 16:30:11.540234'
5157,59.5,'2023-02-17 18:30:11.540234'
5160,42.0,'2023-02-17 11:00:11.540234'
5164,54.5,'2023-02-17 11:00:11.540234'
5170,53.0,'2023-02-17 14:30:11.540234'
5171,45.0,'2023-02-17 12:00:11.540234'
5173,51.5,'2023-02-17 20:00:11.540234'
5175,53.0,'2023-02-17 14:30:11.540234'
5176,61.5,'2023-02-17 19:30:11.540234'
5183,63.0,'2023-02-17 12:00:11.540234'
5186,55.5,'2023-02-17 12:30:11.540234'
5190,55.0,'2023-02-17 13:30:11.540234'
5191,64.0,'2023-02-17 13:00:11.540234'
5193,47.5,'2023-02-17 20:00:11.540234'
5195,52.0,'2023-02-17 19:00:11.540234'
5207,68.0,'2023-02-18 17:00:11.540234'
5217,65.5,'2023-02-18 16:30:11.540234'
5220,52.5,'2023-02-18 14:30:11.540234'
5228,60.0,'2023-02-18 19:00:11.540234'
5233,69.5,'2023-02-18 18:30:11.540234'
5239,65.5,'2023-02-18 22:00:11.540234'
5258,53.5,'2023-02-19 19:30:11.540234'
5259,37.5,'2023-02-19 12:30:11.540234'
5261,35.0,'2023-02-19 22:00:11.540234'
5271,37.0,'2023-02-19 20:30:11.540234'
5278,50.0,'2023-02-19 14:00:11.540234'
5286,34.5,'2023-02-19 16:30:11.540234'
5298,42.5,'2023-02-19 22:00:11.540234'
5313,49.5,'2023-02-19 14:00:11.540234'
5316,52.5,'2023-02-20 21:30:11.540234'
5323,48.0,'2023-02-20 19:30:11.540234'
5331,49.5,'2023-02-20 17:30:11.540234'
5339,62.0,'2023-02-20 18:00:11.540234'
5340,48.0,'2023-02-20 14:00:11.540234'
5358,65.5,'2023-02-20 15:00:11.540234'
5362,63.0,'2023-02-20 21:00:11.540234'
5368,50.0,'2023-02-20 17:00:11.540234'
5369,44.5,'2023-02-20 16:00:11.540234'
5378,64.5,'2023-02-20 21:00:11.540234'
5379,47.0,'2023-02-20 20:00:11.540234'
5382,40.0,'2023-02-21 18:00:11.540234'
5393,38.0,'2023-02-21 17:00:11.540234'
5396,37.0,'2023-02-21 21:00:11.540234'
5398,49.5,'2023-02-21 22:30:11.540234'
5401,40.0,'2023-02-21 17:00:11.540234'
5407,50.0,'2023-02-21 12:30:11.540234'
5414,45.0,'2023-02-21 18:30:11.540234'
5415,40.0,'2023-02-21 13:30:11.540234'
5416,50.0,'2023-02-21 22:00:11.540234'
5418,37.0,'2023-02-21 21:00:11.540234'
5420,36.0,'2023-02-21 22:00:11.540234'
5421,51.5,'2023-02-21 15:30:11.540234'
5436,40.0,'2023-02-22 22:00:11.540234'
5442,35.0,'2023-02-22 11:00:11.540234'
5445,37.5,'2023-02-22 12:30:11.540234'
5450,36.0,'2023-02-22 11:00:11.540234'
5461,55.5,'2023-02-22 18:30:11.540234'
5475,47.0,'2023-02-22 19:30:11.540234'
5481,50.0,'2023-02-22 19:00:11.540234'
5486,44.0,'2023-02-22 20:30:11.540234'
5488,40.5,'2023-02-22 20:00:11.540234'
5498,55.0,'2023-02-22 16:00:11.540234'
5508,64.5,'2023-02-23 22:30:11.540234'
5513,48.5,'2023-02-23 18:00:11.540234'
5514,52.0,'2023-02-23 19:00:11.540234'
5515,55.0,'2023-02-23 12:00:11.540234'
5532,50.0,'2023-02-23 22:00:11.540234'
5533,49.0,'2023-02-23 14:30:11.540234'
5547,63.0,'2023-02-23 16:30:11.540234'
5559,55.0,'2023-02-24 13:00:11.540234'
5562,50.5,'2023-02-24 15:00:11.540234'
5585,63.0,'2023-02-24 14:30:11.540234'
5589,52.5,'2023-02-24 15:30:11.540234'
5597,61.5,'2023-02-24 15:30:11.540234'
5599,52.5,'2023-02-24 18:30:11.540234'
5608,64.5,'2023-02-24 14:00:11.540234'
5618,65.0,'2023-02-24 17:30:11.540234'
5623,48.5,'2023-02-24 13:30:11.540234'
5627,64.0,'2023-02-24 20:00:11.540234'
5628,59.5,'2023-02-25 21:30:11.540234'
5635,67.0,'2023-02-25 19:30:11.555861'
5650,63.0,'2023-02-25 11:30:11.555861'
5652,42.0,'2023-02-25 15:30:11.555861'
5660,60.0,'2023-02-25 12:30:11.555861'
5665,53.0,'2023-02-25 19:00:11.555861'
5666,50.0,'2023-02-25 17:00:11.555861'
5669,55.0,'2023-02-25 13:30:11.555861'
5673,45.0,'2023-02-25 15:00:11.555861'
5679,42.5,'2023-02-25 22:30:11.557158'
5687,66.0,'2023-02-25 20:00:11.557158'
5692,42.5,'2023-02-26 21:00:11.557158'
5698,41.0,'2023-02-26 14:00:11.557158'
5715,50.0,'2023-02-26 16:00:11.557158'
5718,47.5,'2023-02-26 22:00:11.557158'
5724,46.0,'2023-02-26 16:30:11.557158'
5733,58.0,'2023-02-26 16:00:11.557158'
5735,36.5,'2023-02-26 20:00:11.557158'
5742,53.5,'2023-02-26 14:00:11.557158'
5753,38.0,'2023-02-26 17:30:11.557158'
5764,40.5,'2023-02-27 18:00:11.557158'
5770,54.5,'2023-02-27 21:00:11.557158'
5772,37.5,'2023-02-27 16:00:11.557158'
5776,32.0,'2023-02-27 18:30:11.557158'
5783,50.5,'2023-02-27 19:00:11.557158'
5786,56.0,'2023-02-27 14:30:11.557158'
5787,45.5,'2023-02-27 14:30:11.557158'
5798,40.0,'2023-02-27 14:00:11.557158'
5800,47.0,'2023-02-27 15:00:11.557158'
5802,47.0,'2023-02-27 19:30:11.557158'
5807,37.0,'2023-02-27 22:30:11.557158'
5809,55.5,'2023-02-27 19:30:11.557158'
5810,46.0,'2023-02-27 19:30:11.557158'
5816,38.5,'2023-02-27 19:30:11.557158'
5822,49.0,'2023-02-27 19:00:11.557158'
5827,55.0,'2023-02-28 13:30:11.557158'
5832,55.0,'2023-02-28 14:00:11.557158'
5850,59.0,'2023-02-28 14:00:11.557158'
5862,69.5,'2023-02-28 20:30:11.557158'
5866,42.0,'2023-02-28 18:30:11.557158'
5871,68.5,'2023-02-28 22:30:11.557158'
5873,62.5,'2023-02-28 17:30:11.557158'
5875,61.5,'2023-02-28 18:30:11.557158'
5889,52.0,'2023-03-01 15:30:11.557158'
5891,33.0,'2023-03-01 12:30:11.557158'
5892,48.0,'2023-03-01 12:30:11.557158'
5909,43.0,'2023-03-01 20:00:11.557158'
5915,36.0,'2023-03-01 19:00:11.557158'
5916,36.5,'2023-03-01 11:00:11.557158'
5925,37.5,'2023-03-01 21:30:11.557158'
5926,49.0,'2023-03-01 20:00:11.557158'
5932,51.5,'2023-03-01 17:30:11.557158'
5934,50.0,'2023-03-01 19:00:11.557158'
5938,36.5,'2023-03-01 20:30:11.557158'
5946,50.5,'2023-03-02 21:30:11.557158'
5947,51.0,'2023-03-02 16:30:11.557158'
5953,41.0,'2023-03-02 19:00:11.557158'
5956,40.0,'2023-03-02 14:30:11.557158'
5965,52.5,'2023-03-02 15:00:11.557158'
5968,38.0,'2023-03-02 20:30:11.557158'
5979,50.5,'2023-03-02 13:30:11.557158'
5986,41.0,'2023-03-02 13:00:11.557158'
5987,37.0,'2023-03-02 21:00:11.557158'
5995,49.0,'2023-03-03 17:30:11.557158'
6004,35.5,'2023-03-03 18:00:11.557158'
6011,42.5,'2023-03-03 14:30:11.557158'
6025,48.5,'2023-03-03 13:00:11.557158'
6037,51.0,'2023-03-03 12:30:11.557158'
6040,53.0,'2023-03-03 20:30:11.557158'
6043,39.0,'2023-03-03 16:00:11.557158'
6061,46.5,'2023-03-04 12:30:11.557158'
6067,64.5,'2023-03-04 12:00:11.557158'
6069,45.0,'2023-03-04 19:00:11.557158'
6074,52.5,'2023-03-04 14:30:11.557158'
6075,54.5,'2023-03-04 15:00:11.557158'
6076,47.0,'2023-03-04 13:30:11.557158'
6081,64.0,'2023-03-04 13:00:11.557158'
6091,58.5,'2023-03-04 16:30:11.557158'
6096,60.5,'2023-03-04 19:00:11.557158'
6097,53.0,'2023-03-04 18:00:11.557158'
6098,49.5,'2023-03-04 15:30:11.557158'
6104,50.0,'2023-03-04 19:30:11.557158'
6125,35.5,'2023-03-05 11:00:11.557158'
6148,32.0,'2023-03-05 13:00:11.557158'
6154,50.0,'2023-03-05 19:30:11.557158'
6164,32.0,'2023-03-05 16:30:11.557158'
6170,49.0,'2023-03-05 13:30:11.557158'
6185,52.0,'2023-03-06 16:30:11.557158'
6193,67.5,'2023-03-06 20:30:11.557158'
6207,54.0,'2023-03-06 21:30:11.557158'
6208,63.0,'2023-03-06 14:00:11.557158'
6209,54.0,'2023-03-06 18:30:11.557158'
6210,64.0,'2023-03-06 14:00:11.557158'
6218,42.0,'2023-03-06 19:00:11.557158'
6219,57.0,'2023-03-06 16:30:11.557158'
6222,54.5,'2023-03-06 17:30:11.557158'
6235,63.5,'2023-03-06 15:00:11.557158'
6236,52.5,'2023-03-06 14:30:11.557158'
6240,63.0,'2023-03-06 22:30:11.557158'
6243,35.0,'2023-03-07 16:00:11.557158'
6252,50.0,'2023-03-07 22:00:11.557158'
6262,53.5,'2023-03-07 13:00:11.557158'
6269,48.5,'2023-03-07 13:30:11.557158'
6272,52.5,'2023-03-07 21:30:11.557158'
6279,32.5,'2023-03-07 22:30:11.557158'
6282,50.0,'2023-03-07 18:00:11.557158'
6287,36.0,'2023-03-07 16:30:11.557158'
6292,49.5,'2023-03-07 21:30:11.557158'
6297,39.5,'2023-03-08 17:30:11.557158'
6301,55.0,'2023-03-08 18:00:11.557158'
6302,34.5,'2023-03-08 20:00:11.557158'
6310,35.5,'2023-03-08 22:00:11.557158'
6315,51.0,'2023-03-08 11:30:11.557158'
6316,48.0,'2023-03-08 20:30:11.557158'
6317,47.0,'2023-03-08 20:30:11.557158'
6318,37.5,'2023-03-08 20:30:11.557158'
6323,37.0,'2023-03-08 18:00:11.557158'
6325,44.5,'2023-03-08 22:00:11.557158'
6331,49.0,'2023-03-08 18:00:11.557158'
6341,40.0,'2023-03-08 14:30:11.557158'
6349,50.0,'2023-03-08 18:30:11.557158'
6353,40.0,'2023-03-08 18:30:11.557158'
6360,40.0,'2023-03-08 13:00:11.557158'
6368,37.0,'2023-03-09 11:30:11.557158'
6373,35.0,'2023-03-09 18:00:11.557158'
6374,52.0,'2023-03-09 15:00:11.557158'
6376,53.5,'2023-03-09 12:30:11.557158'
6388,50.5,'2023-03-09 20:00:11.557158'
6391,55.0,'2023-03-09 18:30:11.557158'
6394,41.0,'2023-03-09 17:30:11.571666'
6403,38.0,'2023-03-09 14:30:11.571666'
6404,55.0,'2023-03-09 22:30:11.571666'
6406,52.5,'2023-03-09 13:30:11.571666'
6409,35.0,'2023-03-09 22:00:11.571666'
6411,53.5,'2023-03-09 12:30:11.571666'
6416,49.5,'2023-03-09 16:00:11.571666'
6420,38.0,'2023-03-09 14:00:11.571666'
6421,57.0,'2023-03-09 15:30:11.571666'
6428,47.0,'2023-03-10 14:30:11.571666'
6433,35.0,'2023-03-10 13:00:11.571666'
6450,47.5,'2023-03-10 13:30:11.571666'
6455,32.0,'2023-03-10 13:30:11.571666'
6460,54.0,'2023-03-10 11:30:11.571666'
6465,51.0,'2023-03-10 15:30:11.571666'
6473,47.5,'2023-03-10 13:00:11.571666'
6486,49.0,'2023-03-10 19:00:11.571666'
6495,63.5,'2023-03-11 18:30:11.571666'
6496,51.5,'2023-03-11 14:00:11.571666'
6504,50.0,'2023-03-11 13:30:11.571666'
6508,44.5,'2023-03-11 19:30:11.571666'
6518,52.0,'2023-03-11 20:00:11.571666'
6521,67.5,'2023-03-11 18:00:11.571666'
6533,49.0,'2023-03-11 19:30:11.571666'
6543,62.0,'2023-03-11 14:30:11.571666'
6547,57.5,'2023-03-11 15:30:11.571666'
6553,37.5,'2023-03-12 19:00:11.571666'
6560,42.5,'2023-03-12 22:30:11.571666'
6564,40.0,'2023-03-12 20:00:11.571666'
6565,45.0,'2023-03-12 20:00:11.571666'
6571,35.0,'2023-03-12 14:30:11.571666'
6575,44.5,'2023-03-12 18:00:11.571666'
6582,44.5,'2023-03-12 15:30:11.571666'
6589,50.5,'2023-03-12 13:00:11.571666'
6592,52.0,'2023-03-12 16:00:11.571666'
6603,45.0,'2023-03-12 21:30:11.571666'
6615,57.5,'2023-03-13 16:30:11.571666'
6628,61.0,'2023-03-13 14:00:11.571666'
6643,53.0,'2023-03-13 18:30:11.571666'
6647,50.0,'2023-03-13 22:00:11.571666'
6651,65.0,'2023-03-13 15:30:11.571666'
6662,55.0,'2023-03-13 20:00:11.571666'
6667,63.0,'2023-03-13 21:30:11.571666'
6672,62.5,'2023-03-13 15:30:11.571666'
6676,55.0,'2023-03-13 16:00:11.571666'
6677,64.5,'2023-03-13 21:00:11.571666'
6678,64.5,'2023-03-13 20:00:11.571666'
6686,35.0,'2023-03-14 11:00:11.571666'
6689,53.5,'2023-03-14 22:30:11.571666'
6696,35.5,'2023-03-14 22:00:11.571666'
6700,53.0,'2023-03-14 13:30:11.571666'
6720,49.0,'2023-03-14 22:00:11.571666'
6730,49.5,'2023-03-14 15:00:11.571666'
6737,40.0,'2023-03-14 20:30:11.571666'
6739,51.5,'2023-03-15 13:00:11.571666'
6751,47.5,'2023-03-15 18:30:11.571666'
6757,52.0,'2023-03-15 22:00:11.571666'
6769,32.0,'2023-03-15 15:00:11.571666'
6773,37.0,'2023-03-15 13:30:11.571666'
6794,50.0,'2023-03-15 14:30:11.578174'
6810,62.5,'2023-03-16 13:00:11.578174'
6815,53.5,'2023-03-16 17:30:11.578174'
6825,49.5,'2023-03-16 12:30:11.578174'
6827,55.0,'2023-03-16 15:00:11.578174'
6831,55.0,'2023-03-16 14:30:11.578174'
6832,47.5,'2023-03-16 11:00:11.578174'
6849,64.0,'2023-03-16 16:30:11.578174'
6854,54.0,'2023-03-16 14:30:11.578174'
6862,50.5,'2023-03-16 11:00:11.578174'
6864,49.5,'2023-03-16 14:30:11.578174'
6867,70.5,'2023-03-16 14:30:11.578174'
6886,48.5,'2023-03-17 12:30:11.578174'
6889,52.0,'2023-03-17 13:00:11.578174'
6927,47.0,'2023-03-17 15:00:11.578174'
6929,58.5,'2023-03-18 20:30:11.578174'
6931,50.5,'2023-03-18 13:00:11.578174'
6936,47.5,'2023-03-18 13:30:11.578174'
6937,42.0,'2023-03-18 13:00:11.578174'
6939,55.0,'2023-03-18 21:30:11.578174'
6947,63.5,'2023-03-18 14:00:11.578174'
6952,62.0,'2023-03-18 13:00:11.578174'
6955,61.0,'2023-03-18 17:00:11.578174'
6960,46.0,'2023-03-18 18:00:11.578174'
6968,52.0,'2023-03-18 20:30:11.578174'
6974,62.0,'2023-03-18 14:30:11.578174'
6975,65.0,'2023-03-18 14:00:11.578174'
